Twitler,Durum
"bu linke sakin tiklamayin bugun trendyol ismini kullanarak milyonlarca kisiye gonderilen mesaj dolandiricilarin oyunu cikti

 ",0
bekledigim yetmezmis gibi aradigimda bir islem yapamiyoruz lafini duyuyorumsizin yuzunuzden odedigim ucretler neden bana magal ediliyorelimde urun yok yenisini aldigimda ayni fiyattan alamiyorumgereksiz yere taksitlendirme icin faizodemek zorunda kaliyorum trendyol ,0
trendyol neler oluyor aciklama yapar misiniz   ,0
"neyse gunun son rutini trendyol turunu yapip gunu kapatiyorum
",0
trendyol bahis sitesine donmus bilet aldirip farkli hediyelerle cekilise sokuyo benim de bi alasim gelmedi degil hediyeler bayaa iyi   ,0
 iade kargomu cumartesi almasi gerekip kodu iptal eden sacma sistem bu son alisverisim ,0
 ne zaman elbise yada bluz arasam ya crop  yada miniminnacik elbiseler goruyorum artik daha normal sokakta giyebilecegimiz seyler gorsek diyorum,0
 express 6 marttan beri kargomu kaybetti akibetinden de bilgi vermiyorlar rezalet,0
trendyoldan yemek soyledim yemek baska yere gitmis teslim edildi diyor ne yani ben mi gidip yemegin pesine dusucem trendyol  ,0
" 

      ",0
yazik cok yazik bu ulkede para kazanip bu ulkenin insanini ezmeye calismak cok yazik hayatimdan  diye bir olguyu cikarmis bulunmaktayim cok huzurluymus tavsiye ederim,0
notumu gordugunuzde beni aramaliydiniz simdi siparisi gotururseniz soguk soguk yenmez bunlar iftarda dedim tamam siparisinizi iptal edelim ama paraniz yanar dediler ofisteydik arkadaslarla konustum baktim herkesin bir  yemek siparisi husran hikayesi var,0
iftara bir bucuk saat kadar kala aradilar  dan siparisiniz yola cikti diye siparisin altina yazdigim notumu hatirlattim bilgisayar akisi gibi cumleler kurdular surekli meliha hanim ve sonrasinda merve hanim ustunuze baglayin dedim olmadi,0
 dan bir daha yemek siparisi vermek mi asla butun hukukumu butun alisverisimi kestim gitti vesselam neden mi adeta cinden turkiyeye uzanan bir dolandiricilik zinciri,0
" trendyoldestek merhaba secim sirasinda 1 hamburger secilemedigi icin hamburgerim eksik geldi sistemselhatanizi duzeltirsiniz umarim baskalari da magdur olmasin
siparis no  trendyol popeyestr   ",0
" sansli cekilis batagina dustum hicbirsey de cikmiyor

 ",0
trendyoldan sepete attigim urunu alirken islemim devam ettigi esnada urunu cikarip on saniyede iki kati fiyat eklediler saka gibi  ,0
iade etmenizi anlayisla karsilayabilirim ancak vazgectim demek bir iade sebebi olmamali bu urunun gidis ve donus olarak kargo parasini satici olarak karsilamaktayiz trendyol buna bir duzenleme getirmeli  ,0
icim parcalandi  allahim sabir ver   ,0
neler oluyor oyle  trendyol   magazamiz sizlerin hizmetindedir ,0
az once  hesabimi silme talebinde bulundum sebebi cogunuza gore basit hatta trendyol sozum ona yetkilileri icin hicbir sey yapilamaz olarak nitelendirilen bir  sebepten  ufaktan anlatmaya calisayim da belki siz de bir gun yasarsiniz  bu platformda oldugunuz ,0
"trendyol hizli marketten ped siparisi verdim bana 6li pasabahce bardak gonderdi ne anlamaliyim 
",0
trendyol dan  siparisi  verdim teslimat ucretiyle 117 tutmasina ragmen 130 cektileryarim kilo muz siparisimi 3 kilo yollamislar ve bozuktuparasini iade edecegiz dediler cok azini ettiler yapmayin cunku saglayicisini kontrol etmiyor  ,0
bu konu gayet onemli ve gercekten ihtiyac olan bir alan trendyolda da aradim yedek koku hicbir yerde yok guzelim siseyi cubuklari neden her defasinda atmaliyim her defasinda yeniden almaliyim sadece kokusunu satsaniz olmuyor mu    ,0
"kargomgeldimgezdim ve dondum

kargom izmir den gelmis ben goremeden geri izmire donmus  ",0
neden  kozmetik magazasi gibi oldu ya her girdigimde serumlar kremler  vb vb ucusuyor her yerde flash indirimler diye bi sekmesi var evlere senlik,0
 aradim diyorum ki 1927442861 nolu siparisimdeki urun sahte replika elimdeki orjinali ile kiyasliyorum urun yorumlari da ayni sekilde satici vurkac yapmis saticidan donus bekleyecegiz diyor diyorum ki urunu kaldirmis marketinde baska urun yok beklicez diyor ,0
basima bu da gelmedi demem artik  trendyol ,0
bu cekiliste kime cikiyor araba telefon hani kimse trendyoldan bunu kazandim demiyor kimse foto paylasmiyor bence insanlari dolndiriyorsuniz inceleme baslatilmali  ,0
iddia etmekteler  onayladigima dair ses kaydimi istiyorum  ayrica  ile gorustugumde kargoyu kaybettiklerini kabul ediyor ve odemenin tarafima iade edileceginin bilgisini aliyorum ilginc bir aksiyon ,0
 ile yapmis oldugum alisveriste  ile gonderilen kargo kaybolmus 16032023 tarihinden bu yana yapmis oldugum gorusmeler hala sonucsuz birakilmis bugun yaptigim cagri merkezi ile gorusmedede kargonun tarafima teslim edildigini ve tarafimdan onay aldiklarini,0
hayatimda ilk defa iade sorgu sureci baslattigim dolayi azarlandim   pttkayseribm trendyol trendyoldestek,0
cunku saticilari duyabilmis olsaniz tum saticilar  canli destekten ne kadar memnuniyetsiz oldugunu bilirdiniz,0
sevgili  saticilara gonderdiginiz  maillerini degistirin cok samimi gelmiyor artik kendi planlariniz isleyisinde saticilarin sanki boyle bir talebi varmis biraz sahte oluyor ,0
kasapda kg 300 tl olan et online alisveris marketlerinde 400 tl halki kazikla kazikla nere kadar    ,0
trendyol ocagima incir agaci diktin yeter ,0
fakat iki kere cekilmesine ragmen ucretin yanlis yazdigim adreste cekilen ucretini iade edilmeyecegini israrla iletmektedirlerfakat almadigim urunun odemesini neden yapiyorum buna bir cevabiniz var mi  trendyol,0
"trendyol cekilislerinden cidden bisey kazanabilen var mi ya  

",0
siparisin hem getirilmesini saglayamayip hem de ustune siparisiniz teslim edildi bildirimini yayinlayip ve ucret iadesi de yapmamak nasil oluyor trendyol  mesafe olarak km bazinda da hicbir uyarida bulunmayan berbat bir uygulama,0
"milli piyango oldunuz haberimiz mi yok 
trendyol 
 ",0
trendyol ile bir depremzedeye yardim gonderecektim ama  un konu ile ilgili duyarliligi ortada siparisi iptal ediyor ya da size iptal ettirtiyorhepsiburada ile ayni adrese 3gunde ulasti butun siparislerfark ortadaayip sana trendyol ,0
"butun yatirimimi  e yapmisim  harcamalarima bakinca uzuldum dogrusu  
kac lot alirdim o paralarla gelde kahrolma ",0
"  trendyol trendyolgoisci   bozuk gonderdikleri urunun iadesini de utanmadan reddediyorlar 
bundan sonra asla alisveris yapmayacagim ",0
 urun yorumlarinda gordugume bakin mide falan varsa giyemezmisiz eee midesiz insan mi var  mecazi midesizleri kastetmis heralde abla   ,0
  trendyol araci oldugu firmalarini iyi secmeli secemedin tuketicine sahip cik  sakin almayin aldirmayin sattigi urunun arkasinda durmuyorlar,0
 nasil bir firmasindikey supurgem xiaomi markalidort ay icinde bozuldu firmaya gonderdik kullanici hatasi demis 2 yil garantili urun 1000tl masrafkargo parasini bize odetiyorlartrendyol musteri hizmetleri basindan atiyor     almayin,0
eger dolap_com ekibinden degilseniz hakli cikmanizin imkani yok sadece ve sadece dolap_com ekibinin istedigi kisiler hakli cikiyor cok sacma sapan bi platform     ,0
dolap_com in bana yaptigi haksizligi her yerde her platformda haykiricam  ,0
arkadaslar dolap_com herkesi magdur etmeye devam ediyor sakin ama sakin kullanmayin    sikayetvarcom,0
"trendyol trendyoldestek 
kagit maskem yuzumden dusuyo bundanim olsun istiyorum ",0
 trendyol calistiginiz restoranlar normal getirmeleri gereken siparisten caliyorlar komagenetr 500 gram soyluyoruz arti 50 kampanya diyorsunuz birakin 750 grami soyledigimiz 500 gram 350 gram ve yesillik koymuyorsunuz insanlarin bogazindan calinmaz,0
"arkadaslar asla dolap_com dan elektronik bisey satmayin alici sattiginiz urunu begenmezse kiriyor ve iade ediyor dolap_com ise sizin fikrinizi savunmanizi bile almadan iade talebini kabul ediyor hem urununuz zarar goruyor ustune bide kargo oduyosunuz
  ",0
" her zamanki gibi saticilardan daha cok kazaniyor komisyon 18 yetmezmis gibi 100 tl de sebebi belli olmayan ceza faturasi kesmisler kalem onlarda istedigi gibi hareket ediyorlar ve buna bir dur diyen de yok olmayacak da
 ",0
"uyari
hepsiburada dan cep tlf almayin imei klonlanmis ylf satiyorlar ve arkasinda durmuyorlar
    ",0
trendyola degisim gelebilir mi artik iade edip daha yuksek fiyata almak istemiyorum ,0
 alisveris yaptigim bir firma tarafindan dolandirildim ancak  sadece yasal haklarinizi arayin demekten baska birsey yapmiyor ben o zaman neden  alisveris yapiyorum guvenli olsun diye,0
 faturasiz islem tapan firmalar ise isbirligi yapip tuketiciyi magdur ediyor tuketici a firmasi b firmasi bilmez  firmasina guvenir ancak o da bizi magdur etti ,0
"cep telefonu zammi iptal oldu diyorlar ama takip ettigim bi kac telefon vardi 23 gun once zamandi fiyati hala geri cekmediler 25003000 tl arasi artti fiyatlari

trendyol hepsiburada    sikayetvarcom",0
soguk baklava siparis verdim normal baklava geldi kimse de ilgilenmedi ne degistirdiler ne iade aldilar ne de aradilar baklava oylece durdu tum aksam tezgahta trendyol trendyoldestek ,0
trendyoldan alisveris yaptim ama siparislerim kisminda gozukmuyor ne yapabilirim  kizlarsoruyor araciligiyla ,0
flash indirim diye insanlari kaziklayamazsiniz flash indirim haricinde 189tl ye satiyorlar flash indirimde 2 katina cikarmislar nerdeyse dun de aynisi olmustu bu gun de aynisi olacak muhtemelen fotografini aticam indirimin bitmesini bekliyorum   trendyol ,0
parayi cekmesine ragmen siparisim gozukmuyor musteri hizmetlerine baglanamiyorum yardim lutfen trendyoldestek,0
"parayi cekmesine ragmen siparislerim gorunmuyor desteke de baglanamiyorum yardim
trendyol trendyoldestek ",0
sizden hala donus yok sayin trendyol yetkilileri ben sizden ayakkabi alsam gunlerce bekleyeyim ama is icin bilgisayar aldim ve magdurum  trendyoldestek trendyol  tuketicikanunu ticaret tuketicilerist mehmedmus ,0
  ,0
iptal oldugunu fakat odemenin de kesilecegini ogreniyorum bu ne rezalet acil paramin iadesini bekliyorum ,0
 te yasadigim korkunc musteri deneyimi kargocu adresi bulamiyor bir kac arama sonunda 2123310200 no lu numaradan esimle konusuyor kapidayim diyor esim kapiyi aciyor fakat gelen giden yok call center i 2 kez aradigimda bana ulasilamadigi icin siparisimin ,0
motoplustr 15 martta trendyol uzerinden verdigim siparis 10 gundur hala kargo yapilmayi bekliyor bodrum subenize telefon yolu ile ulastim ellerinde olmadigini soylediler ama siparisi onaylamislar iptal edin siparisimi dedim hala bekliyorum  ben etmeyecegim ,0
  market alisverisi yapiyorum odeme ekraninda market kapali diyor market madem kapali bana niye siparis verdiriyorsunuz  neden vakit harciyorum  kapaliysa kaldir ordan ne tutuyosun ,0
slygrb adiniza uzuldum ins bugun yarin cozerler bu durumu  banada ornek oldu kesinlikle bilgisayar almam trendyoldan trendyoldestek trendyol ,0
slygrb konuyu takip edecegiz eger yarin ulasmazsa hep birlikte bu konu hakkinda trendyolun musteri hizmetlerini arayalim trendyol  trendyoldestek,0
slygrb sizi cok iyi anliyorum maalesef  ama trendyol 10000 l ustu siparisler de parayi mi kullaniyor ne yapiyorsa benimde basima geldi trendyol  trendyoldestek,0
slygrb yine arasaniz aynisini diyecekler bekleyin en kisa surede cozecegiz diye artik 2 hafta umudu kesin bence trendyol  trendyoldestek,0
slygrb yuh 4 gundur ayni yerde bekler mi kargo gercekten rezillik keske gidip bir bilgisayar magazasindan alsaydiniz trendyol  trednyoldestek,0
slygrb slygrb insanlari magdur ediyorsunuz  trendyol trendyoldestek,0
 sansli cekilis diye bir cekilis duzenliyor ama insanlar sonuclarina erisemiyor bu nasil bir cekilis,0
 beni eve hapis etti resmen kargocuyu bekliyorum sabahtan beri,0
gokhan idareli olalim demistir o sirada ben  ,0
22 martta siparis verdigim macbook bilgisayar 4 gundur transfer merkezinde bekletiliyor ve hic kimse yardimci olmuyor bilgisayar neden siparis verilir  sizin isiniz yogun cok onemli bizimkisi cop mu  trendyol trendyoldestek ,0
insanlari bu sekilde magdur edemezsiniz  sozlesme varmista okumusumda onaylamisimda her seyi onayladik bunca zaman neden boyle bir sey olmadi isinize geldigi gibi davranmayi birakin  trendyol ,0
trendyol  cgk kuyumculuktan almis oldugum bir yuzuk vardi iade ettim fakat iade edilmedi geri geldi yillardir alisveris yapiyorum boyle bir magduriyet yasamamistim lutfen yardimci olunmusteri temsilcisi isterseniz dava acabilirsiniz dedi bu kadar basit mi sizin icin ,0
 da  sayfasini resmen saklamislar webde arayinca da bulamiyorsun trendyolda kolaksiyon olusturmak icin favorilerim sekmesinden sonra koleksiyonlarim tabini gorebilirsiniz,0
bu trendyol ve hepsiburada cekilis kuponlarini satin alip gercekten bisey kazanan var mi ya  ,0
xbasibozuk normal zamanda da getiremiyor  daha iyi,0
"simdi size  dan son 3 aydir yaptigim siparislerin ne kdr rezilce yapildigini anlatacagim 
once 31 aralikta tv siparis verdim satici kirik urun gondermis ve getiren kargo firmasi hasar tutanagi tutmus ben evde olmadigim icin kargoyu alamadim annem aldi sonra baska bi",0
"trendyolda satis yapanlar bunu yapmasinlar 

  ",0
trendyol eksik urun gonderdi o da yetmedi iadesi reddedilen urunleri geri gondermedi parayi iade etmedi deprem bolgesine hassasiyet gostermedi ve   dolandirdi          ,0
dan alisveris yapma,0
sikayet var ilgilenin ,0
acil destek ,0
"trendyol trendyoldestek 

yukarida bahsi gecenden daha fazla urunu kaybeden trendyol express simdi kaybettigi urunlerin faturasini istiyor  ",0
trendyol express ilk basladiginda teslimat orani cok yuksekti neredeyse musteriye teslim olmayan urun olmazdi kayip urunlerin tazminleri bir hafta icinde yatardi ne degisti  is yuku yoksa baska bir neden mi     trendyol,0
"eticarette bunlara dikkat edilmiyorsa kurulan is online satistan ileri gidemiyor nasil profesyonel olunur nelere dikkat edilmesi gerekir hepsi bu yazimizda

      

 ",0
"su treanyol cekilisini kazanan oldu mu gercekten
",0
iftara gelsin diye not dustugum halde hemen kuryeyle dagitima cikan kurye geldiginde oyle bir secenegin olmadigini saati benim ayarlamam gerektigini soyledi koskoca trendyol ramazan icin dagitim algoritmasi kuramamis galiba   ,0
"arkadaslar oyuna gelmeyelim resmen dolandiriliyoruz 10 telefon fiyati veriyoruz bize 1 hediye veriyorlar kazananlar kendileri yine yapmayin gozunuzu seveyim
   trendyol ",0
"cekilise katilmak icin para oder olduk enayi gibi
ic ses gidip 32liralik cekilis satin aldin
  ",0
"gidip araskargo gibi bir firmayla calisip kargodaki elemanlarin fevri ve ofke kontrolunden uzak calismaktan bezmis tutumu beni sizden alisveris yapmaktanda soguttu bundan sonra aradaki fiyat farkini dahi onemsemeden rakiplerinizle alisveris yapacagim
trendyol 
",0
gogodemirr lemarkespors  dan alisveris yapiyor sanki uyaniklar,0
trendyoldestek beni cok uzdun uzumlu kekim istedigin saatte ara  ama aramiyon,0
trendyol uzerinden yaptigim alisveris sonrasi urun sahte cikti satici kadar trendyolda bu magduriyetten sorumludur trendyol trendyoldestek  ,0
trendyol saticilardan keyfi para kazanmaya devam ediyor 17 mart itibariyle siparis basina 299 kdv hizmet bedeli aliyor arttirilan komisyon oranlari yetmezmis gibi keyiflerine gore hizmet bedeli aliyorlar bu soyguna dur demek lazim trendyol trendyoldestek gkntan  ,0
" 
trendyol
trendyola giris yapamiyorum nedeni nedir uygulama coktu galiba sorun bendemi genelmi",0
1 apreldn etibarn trendyol bzi mhsullarini ozu bir basa azrbaycana gondrck kargo sirktlri olmadan   ,0
trendyoldestek simdi aradi baska bir temsilciniz sikayet ettigim magduriyetin aynisini tekrar yasatti cozum bulmuyorsaniz bari musteriyle dalga gecer gibi davranip tekrar tekrar magdur etmeyin beni de bir daha boyle aramayin hem zamanimdan hem sagligimdan etmeye hakkiniz yok ,0
 ,0
calistigim isi uzaktan yurutuyordum ve yaklasik 15 aydir hicbir sey yapamadim cok magdur oldum ve bu durumun daha fazla uzamasini istemiyorum magduriyetimin giderilmesini talep ediyorum trendyol trendyoldestek vatanbilgisayar  ,0
"merhabalar birkac hafta once trendyolda yasadigim sikintiyi buradan dile getirmistim ve daha sonrasinda tarafima donus yapilarak iade talebimin onaylandigi bilgisi verildi 

devami asagida 

trendyol trendyoldestek vatanbilgisayar  ",0
su trendyol cekilislerinde surekli numara veriyorlar da kazananin ismi yok birkac kere katildim ama hic kazanani gordunuz mu cok saibeli   ,0
"urunu teslim etmiyor ama aldiginiz urunun parasini da iade etmiyor bunun adi yasalarda nedir trendyol ticaret trendyoldestek
",0
sizden alisverisi birakali cok olmustu bu kuryeniz neyin pesinde aloo trendyol trendyoldestek   ,0
bu   almis mpiden yetkileri catir catir sansli bikbik bilmemne adi altinda alenen kumar oynatiyor e onlar ac da bizim millet tok mu ulkede itibarli site bile kalmadi yaw   ,0
1916011622 buyrun siparis numaram ve restoran hala ayni icerikle satis yapmaya devam ediyor trendyol trendyoldestek ,0
"pazaryeri entegrasyonlari guclu altyapi ihtiyaciniza uygun moduller ve dusuk kargo maliyetleri ile  eticarete bir adim onde baslamak icin eticex

          ",0
saat 2049 de su siparisi verdim saat 2230 hala teslimat yapilmadi su getiremeyecek kadar aciz bir hizmet kaliteniz var getirdestek getir hizmet veremiyorsaniz bu servisinizi kapatin      ,0
dolap_com trendyolexpress dolap_com siz insanlarin emeklerini zorbalik ve kendi cikarlariniza hizmet eden kurallar ile alikoyuyorsunuz canim ulkemin tek el piyasasi   ,0
 bildirim attiginda muthis bir ses cikiyor rahatsiz edici duzeyde bu bildirimi nasil kapatabilirim ya,0
trendyoldestek nasilsin ben cok kotuyum 1662812272 nolu siparis sahibiyim 2 ay once kulaklik aldim sarji 10 saniye sonra kapaniyor xiaomi ariyorum seri numarasi istiyor  fatura da seri numarasi yok beni  mu yoksa  dolandirdi merak valla yoksa aliskinim ,0
"trendyol dan uyeligimi iptal etmek istedim kabul etmiyor
guncelleme olmadigi halde uygulama guncel degil diye kabul etmiyor rezalet bitmiyor
",0
"trendyol  ve hepsiburada  bu yaptiginiz medeni kanuna aykiri olan bir suca tesvik ve istiraktir  yok  mu sizin urun sorumlunuz kontrolunuz her isteyen her istedigini satabiliyor mu platformlarinizda  
 ",0
trendyol insanlari dolandiriyor ve kimse ses cikaramiyor hadi gazete ve tv lerim reklamlarla satin aldiniz peki digerlerini gorevlileri nasil susturuyorsunuz merak ediyoruz sayin demetsmutlu  fatihportakal meral_aksener   ,0
seyhdemirtas keske hic edemeseydinizde sayenizde bugun dolandirilmis olmazdik demetsmutlu trendyol trendyoldestek ,0
ayrica bir urunun fiyati gunde 34 kez mi degisiyor 1hafta icerisinde kac kez degistigini sayamiyorum bile neden insanlar ile bu konuda dalga geciliyor cozemedim urun iptali tarafimdan yapilmadi keyfinize gore siparisi iptal ediyorsunuz trendyol  ,0
indirimde bir sey goruyorumsepete atiyorum aliyim mi almiyim mi gerek var mi simdi buna diye dusunene kadar indirim bitmis oluyor ,0
trendyoldestek  trendyol market kadar rezalet bir sistem gormedim bozuk tavuk yollayip para iadesi yapmiyorsunuz musteri temsilcilerinizin hepsi farkli bilgi veriyor para iadesi yapilacak deniyor sonra yapamayiz diyorsunuz bir daha mi asla  ,0
sonunda yurtdisinda yasadigima ikna olan trendyol once beni aramak isterken bir u donusu ile siz bizi arayin a dondu cizgi film karakteri gibisiniz  ,0
"trendyol yetkilileri bugun itibari ile birdaha sizin sitenizden alisveris yapmayacagim aldigim urun sahte cikti ve iade edemiyorumneden peki urunun paketini acmisim peki urunu acmadan kalitesini nerden bilecektim muneccimim ya ben



trendyol",0
"bir musteri olarak  uygulamasi 
ve  ekspris tarafindan dolandirildim bu iki firmadan alis veris ve kargo yollayanin vay haline 4 ay gibi bir surecte topu birbirlerine atip biz musterileri aptal yerine koyuyolar ",0
"trendyol yetkilileri bugun itibari ile birdaha sizin sitenizden alisveris yapmayacagim aldigim urun sahte cikti ve iade edemiyorumneden peki urunun paketini acmisim peki urunu acmadan kalitesini nerden bilecektim muneccimim ya ben



",0
"

     ",0
 indirimi varmis diye site cokmus ulkenin yarisi ac yarisi hunharca alisveris yapiyor,0
"trendyol trendyoldestek   dolandirici
teslim etmedigi yemegin odemesini alip siparisi getirmiyor sistemdeki kendi verdigimiz adrese yanlis diyip odemenin ustune yatiyorlar  trendyol kimse siparis vermesin ",0
gune yine yola cikan ama kesinlikle teslim edilmeyen kargom ile basladim  hayir firmasinada israrla ide etmiyorlar resmen paramida aldigim urunleride gasp ettiler  trendyol trendyoldestek araskargo araskargodestek   ,0
 avm ye geri goturene kadar adresime getirebilirdi soz konusu benzinse eger  parayla rezil olmak bu olsa gerek tesekkuler    bir daha asla,0
adres degisikligi yapmayi unutmusum ve asil gelecek adresle arasi 1 bucuk 2 km mesafe cok yakin aslinda bana iade yapilip yemek imha edilip ucret geri odenmeyecek deniyor boyle bi sacmalik mi var kendi kuryeniz degil mi getiren  ,0
avm ye geri goturene kadar adresime getirebilirdi soz konusu benzinse eger  parayla rezil olmak bu olsa gerek tesekkuler    bir daha asla,0
trendyoldestek tahmini kac seneye donus yaparsiniz ve hakkiniz olmayan gasp ettiginiz parami iade edersiniz  trendyol trendyoldestek,0
"iste bu ancak turkiyede olur paslanmaz celik diye satilan termos bardaklar les gibi pas yapiyor ve satilmaya devam ediliyor trendyol saglikla oynamak bu kadarmi kolay hamile esime pasli kahve icirdiniz  121 kisi 1 yildiz verip sikayet etmis

",0
soyleyecek olduklarimi net bir sekilde anlatabildigimi dusunuyorum      ,0
fenerbahce trendyol yardim yapmamis resmen reklam anlasmasi yapmis federasyon ile yaziklar olsun  trendyol,0
trendyol iyice sacmalamaya basladiniz sizden philipsturkiye televizyon aldim ne tv var ne iade para var lanet ettim sizden alisveris yaptigima  ,0
 tarafindan artik daha cop almam  musteri temsilcileri ile yaptiginiz her gorusmede isinizin halloldugunu dusunuyorsunuz her defasinda basladiginiz yere donuyorsunuz bakkal dukkani bile bunlardan daha duzgun calisiyor,0
dolap ekibi acikca gorune defolari goremeyen ve titizlikle problemleri inceleyen bir ekibe sahip musterisine karsi bu kadar umursamaz bir firma gormedim hele ki bu firmanin arkasinda  gibi bir dev varken,0
"dolap_com kargo ucreti yuksek
kesinti fazla ihtiyac sahipleri yararlansin istiyoruz ama bu sekilde urun sifir fiyatina geliyor  ",0
boyle forma reklami mi olur basit ve kotu hangi yilda yasiyoruzemirvaki kararlara karsiyiz trendyol tff_org fenerbahce    ,0
trendyol bu nasil bir cekilis her bir cekilis icin bilet adetixkatilma bedeli ile dagitilan urunun en az iki kati cekilise konu edilmesi gerekirken  ne dagitiliyorsa bir o kadar da kendine aliyor bu da yeni soygun yontemi mi bir de  dan ,0
"trendyol butun takimlara sponsor olmus eskisehirspor um  haric 
 ",0
" yemek uygulamasindan siparis verdiginizde siparisiniz ulasmasa da kart hesabinizi kontrol ediniz benim gibi hesabinizdan para alinmis ve iade edilmemis olabilir ustelik uygulamada siparisiniz gozukmedigi icin ispati da zor
   ",0
"bu hafta tum superlig takimlarinin gogus reklaminda trendyol var niye
nin  yardim kampanyasina  50 milyon tl bagista bulunmus bagis mi sponsorluk mu sart mi anlamadim her takimin sponsoru varkenbu nasil bir emir nasil bir biat 
anlayana ask olsun",0
 gel noktasi yapan bayilere sesleniyorumtam bir aptallik1 tl icinmusteri kaybediyoruzmusteri pahali diye bizden  hamal gibi kargo tasiyoruzben biraktim1 tl ben onlara vereyim calissinlar,0
    ,0
"trendyol eskisehirspor haric butun takimlara sponsor olmus 
 
",0
trendyol yemek adami dolandirir mi ben de akillanmiyorum 4 sefer dolandirildim bir de kupon veriyorum diyor inaniyorum siparis veriyoruz ve butun paran bosa gidiyor yaziklar olsun trendyol ,0
sozum ona bagis karsiligi bu haftaki tum futbol maclarinda gogus reklami olarak  sponsorlugunu hic yakistiramadim yazik tff_org depremzedelere bagis mi bu sponsorluk anlasmasi mi trendyol ,0
" 
trendyol dan deveyuku firmasindan aldigim fakir marka yumurta pisiciyi begenmedim15 gun icinde iade ettim iade red geldi geri gonderdikleri kullanilmis yipranmis bir urundu benim gonderdigim urun degildi firmayi aradim kullanilmis dediler ve geri almadilar",0
13 sene once ilk siparislerini teslim ederken  ,0
demetsmutlu trendyol keske insanlari da magdur etmeseniz aldigimiz urunleri gonderseniz iptal etmeseniz size yakisani yapsaniz 21 mart kampanya var diyorsunuz aldigimiz urunleri iptal ediyorsunuz ,0
"besiktasimizin forma sponsoru degismedi hala rain

ancak trendyol tff nin yardim kampanyasi icin 50 m tl bagisladi bu hafta formalarda trendyol gorecegiz   nasil bagissa  butun takimlarin on reklam alaninda yaziyor  
    ",0
 pismanliktir,0
suan oynanan   macinda iki takiminda forma sponsoru  her an halka arz olabilir demedi deme bu arada besiktas atti  ,0
 ne alaka formanin tasarimini mahvetmis bir daha asla trendyol sitesine giris bile yapmam engellicem siteyi her yerden,0
"trendyol ve yapikredi neden banka kartimi kullanamiyorum acaba 
hem de bu cagda  saka misiniz   ",0
kacinci seviye soygunculuk bu  6 euroluk bir urunun turkiyedeki karsiligi 45990 tl   ,0
  beykent subesi iki seferdir eve geldigini ve kimseyi bulamadigini soyluyor fakat 24 saat evde bulunan 2 kisi var ikidir kargolarim geri iade oluyor  aras kargo ile calismaya birakirsan mutlu olacagiz,0
